"";"x"
"1";"https://www.vlr.gg/186412/kone-esc-vs-invincible-gaming-fgc-valorant-invitational-2023-act-1-d3"
"2";"https://www.vlr.gg/186751/vipers-clan-vs-stream-raiders-nacague-challengers-league-philippines-split-2-open-qualifier-lr4"
"3";"https://www.vlr.gg/186413/bilibili-gaming-vs-edward-gaming-fgc-valorant-invitational-2023-act-1-d3"
"4";"https://www.vlr.gg/186750/boss-g-kdm-vs-zol-esports-challengers-league-philippines-split-2-open-qualifier-lr4"
"5";"https://www.vlr.gg/186414/weibo-gaming-vs-funplus-phoenix-fgc-valorant-invitational-2023-act-1-d3"
"6";"https://www.vlr.gg/185890/lethal-esports-vs-reckoning-esports-challengers-league-south-asia-split-1-w2"
"7";"https://www.vlr.gg/184646/team-liquid-brazil-vs-hummer-esports-game-changers-2023-brazil-series-1-main-event-ubsf"
"8";"https://www.vlr.gg/185978/m80-vs-moist-moguls-challengers-league-north-america-ubsf"
"9";"https://www.vlr.gg/185979/the-guard-vs-oxygen-esports-challengers-league-north-america-ubsf"
"10";"https://www.vlr.gg/184647/loud-gc-vs-oddik-bright-game-changers-2023-brazil-series-1-main-event-ubsf"
