"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";668,69;1,032;217,526;68,8;1,092;137,77;0,758;0,25;0,126;0,114;534,156;471,908;138,864;108,08;88,14;613,856;1,054;206,226;71,2;1,11;133,324;0,72;0,29;0,084;0,076;456,906;405,932;166,03;57,404;54,354
"2";453,536;0,948;200,962;69,6;0,954;130,02;0,698;0,29;0,114;0,116;325,712;332,226;116,858;59,782;56,848;1280,108;1,098;222,824;73,2;1,186;141,348;0,79;0,252;0,118;0,092;1079,85;870,554;283,83;187,938;136,498
"3";415,232;1,05;227,102;71,8;1,088;144,524;0,784;0,286;0,132;0,122;336,056;318,86;105,906;64,234;64,342;1347,436;1,062;211,548;73,2;1,118;134,218;0,746;0,26;0,104;0,094;1049,514;903,498;307,28;162,382;131,406
"4";161,776;1,098;205,6;72,8;1,112;135,084;0,72;0,32;0,1;0,09;118,968;105,06;45,146;16,522;15,448;649,314;0,996;199,112;74,6;1,034;128,052;0,678;0,332;0,102;0,1;464,052;453,278;163,542;90,732;76,322
"5";511,342;1,086;202,684;74,2;1,102;130,06;0,71;0,298;0,086;0,076;405,2;335,558;159,102;55,102;41,698;952,728;0,988;202,474;70,8;0,99;131,674;0,702;0,29;0,098;0,104;764,674;675,708;227,018;142,238;121,732
"6";104,1;0,926;189,614;67,4;0,914;125,256;0,656;0,232;0,106;0,1;73,288;76,668;20,282;13,896;13,346;81,914;1,012;200,538;72,6;1,032;131,87;0,678;0,33;0,09;0,084;55,94;54,834;25,17;8,086;6,694
"7";1021,292;1,044;215,79;72,2;1,104;136,7;0,76;0,258;0,102;0,09;788,226;708,328;251,618;111,744;94,368;1401,386;1,068;215,792;72,6;1,116;138,994;0,748;0,29;0,1;0,092;1045,372;920,718;431,796;138,4;117,142
"8";688,224;1,044;215,666;72;1,084;138,284;0,764;0,22;0,132;0,118;547,63;487,926;123,578;111,982;90,312;401,426;1,006;206,438;71,2;1,012;134,324;0,72;0,276;0,108;0,102;289,766;285,308;101,744;45,138;43,794
"9";685,5;1,044;208,566;71,8;1,072;134,526;0,718;0,278;0,106;0,098;486,914;445,332;185,686;66,988;60,442;235,53;0,914;193,962;65,6;0,948;124,922;0,674;0,274;0,09;0,108;155,724;167,536;66,216;19,872;24,676
"10";1436,206;1,126;228,874;74,4;1,186;146,786;0,794;0,306;0,128;0,106;1158,71;960,088;410,224;190,946;159,388;1119,336;1,028;212,698;71;1,08;137,332;0,75;0,268;0,12;0,108;817,058;757,578;341,148;107,488;98,588
"11";281,65;0,988;205,298;69,8;0,978;133,43;0,706;0,294;0,102;0,1;205,95;203,554;76,712;31,458;29,29;410,714;1,024;216,16;70,8;1,052;140,214;0,762;0,274;0,12;0,106;331,768;304,304;93,276;65,558;53,414
"12";677,864;1,05;212,53;72;1,06;136,61;0,744;0,29;0,106;0,104;507,198;479,6;195,496;77,194;73,214;502,294;1,032;207,812;71,8;1,08;135,056;0,734;0,294;0,094;0,086;361,586;338,112;146,612;41,518;37,122
"13";96,764;0,932;200,986;69,8;1;128,848;0,692;0,322;0,082;0,088;68,51;69,17;30,14;7,762;8,59;341,884;0,746;181,47;55,6;0,918;116,148;0,632;0,236;0,078;0,09;232,432;227,814;87,556;22,9;23,31
"14";1024,204;1,014;212,256;69,8;1,098;137,134;0,744;0,28;0,104;0,094;760,716;656,918;291,304;82,138;69,712;261,704;1,018;200,094;70;1,014;127,694;0,696;0,342;0,094;0,09;179,884;176,186;79,742;22,252;20,474
"15";1112,288;1,038;220,648;71,8;1,118;140,96;0,774;0,266;0,118;0,104;887,044;752,874;259,116;133,272;108,222;744,176;1,04;212,08;71,4;1,108;138,648;0,748;0,272;0,102;0,092;546,238;493,746;208,442;69,494;62,992
"16";509,442;1,008;205,608;71;1;134,852;0,716;0,298;0,088;0,088;360,644;360,14;160,754;41,726;42,564;922,892;0,948;197,572;69,2;0,954;129,286;0,682;0,272;0,098;0,104;590,848;612,732;278,74;63,622;68,576
"17";1182,78;1,092;227,514;72,2;1,21;143,954;0,792;0,292;0,118;0,1;963,918;787,296;332,026;165,004;130,366;998,172;0,978;217,898;67,6;1,114;139,374;0,77;0,232;0,11;0,094;761,53;671,89;238,23;102,966;81,614
"18";1749,832;1,048;219,412;71,6;1,156;136,25;0,774;0,248;0,124;0,11;1394,948;1183,922;390,162;247,794;185,11;778,13;1,084;214,868;72,4;1,196;136,48;0,768;0,254;0,106;0,086;614,334;504,136;200,25;86;66,306
"19";672,786;1,014;203,738;72,2;1,016;132,412;0,708;0,316;0,092;0,094;493,71;468,04;245,064;71,474;67,962;554,104;1,044;212,948;72,2;1,092;137,504;0,74;0,272;0,114;0,112;426,626;369,47;146,274;66,428;55,418
